id,name,price,selling_price,brand_name,discount_rate,current_seller,short_url,image
179547641,Máy đọc sách Kindle Paperwhite 5 (8GB) - Hàng chính hãng,3490000,4990000,Kindle,30,Tiki Trading,https://tiki.vn/product-p179547641.html?spid=179547642,https://salt.tikicdn.com/cache/280x280/ts/product/fc/37/17/2423c7171eca0d55afd91540d2906bd3.png
201067649,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,3660000,4100000,Kindle,11,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p201067649.html?spid=252852437,https://salt.tikicdn.com/cache/280x280/ts/product/9d/ca/e8/933aebb3e1a41cd02fe78f8cd960b116.jpg
171897574,Điện thoại Xiaomi Redmi 10C (4GB/128GB) - Hàng chính hãng,2990000,4390000,Xiaomi,32,Tiki Trading,https://tiki.vn/product-p171897574.html?spid=216003201,https://salt.tikicdn.com/cache/280x280/ts/product/61/b0/42/86f8c9a982f4b6bbc7218d5cf15da361.jpg
217706932,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,3520000,3990000,Kindle,12,Techmorevn,https://tiki.vn/product-p217706932.html?spid=161964625,https://salt.tikicdn.com/cache/280x280/ts/product/88/b5/b4/f43f0514b3acfeaf8fdd36745ffb7289.jpg
203853390,Điện Thoại Oppo A17k (3GB/64GB) - Hàng Chính Hãng,2790000,3290000,OPPO,15,Tiki Trading,https://tiki.vn/product-p203853390.html?spid=203853392,https://salt.tikicdn.com/cache/280x280/ts/product/2d/0d/e1/cdf351b963646bc9985264226f3105d5.jpg
207761759,Điện thoại Samsung Galaxy A13 (4GB/64GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3290000,3990000,Samsung,18,HAPPY PHONE,https://tiki.vn/product-p207761759.html?spid=207761765,https://salt.tikicdn.com/cache/280x280/ts/product/9e/ac/22/b3292e47140a1d73f3c9d8180e8a3a8d.jpg
247730281,Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng,8490000,10490000,Samsung,19,Tiki Trading,https://tiki.vn/product-p247730281.html?spid=247730285,https://salt.tikicdn.com/cache/280x280/ts/product/92/7f/9c/b7d37e6b25b516babc206b9d079ef14d.jpg
57809866,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,1830000,2490000,Xiaomi,27,Tiki Trading,https://tiki.vn/product-p57809866.html?spid=57809868,https://salt.tikicdn.com/cache/280x280/ts/product/0c/cd/34/0b6abf38aaba0a3507c7c2610a15dc9f.jpg
201548628,Điện thoại Nokia C31 - Hàng Chính Hãng,2050000,3190000,Nokia,36,Tiki Trading,https://tiki.vn/product-p201548628.html?spid=201548632,https://salt.tikicdn.com/cache/280x280/ts/product/58/e8/34/38c79f96e2a9a7a33d9bd09681cad42b.jpg
132068858,Điện Thoại Oppo A55 (4GB/64GB) - Hàng Chính Hãng,3350000,4990000,OPPO,33,Tiki Trading,https://tiki.vn/product-p132068858.html?spid=179554821,https://salt.tikicdn.com/cache/280x280/ts/product/b3/02/63/2b8317b20cf5e1f5f56d07f76652800a.jpg
244308977,Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,2750000,3590000,Xiaomi,23,Tiki Trading,https://tiki.vn/product-p244308977.html?spid=248172324,https://salt.tikicdn.com/cache/280x280/ts/product/27/8d/9d/09421b8d21b6ed75093183916546768f.jpeg
209389809,Máy đọc sách Boox Leaf 2 - Hàng Chính Hãng,5890000,6290000,Onyx Boox,6,Tiki Trading,https://tiki.vn/product-p209389809.html?spid=209389811,https://salt.tikicdn.com/cache/280x280/ts/product/f6/35/9b/79133db5a59c62521fe63cd9610818ce.png
249890677,Điện Thoại Xiaomi Redmi Note 12 4GB/128GB - Hàng Chính Hãng,3988000,4990000,Xiaomi,20,Hồng Hạnh Mobile,https://tiki.vn/product-p249890677.html?spid=249890679,https://salt.tikicdn.com/cache/280x280/ts/product/0c/28/ef/8c4a83ffeb29e5faa120a80ad05ba178.jpg
103168844,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,2850000,4990000,Samsung,43,HAPPY PHONE,https://tiki.vn/product-p103168844.html?spid=104310219,https://salt.tikicdn.com/cache/280x280/ts/product/15/b7/63/7264698dd6dc77d3c5541577b785ee0c.jpg
253269077,Điện thoại Samsung Galaxy A14 LTE 4GB/128GB - Hàng Chính Hãng - Đã kích hoạt bảo hành,3450000,4490000,Samsung,23,Tiki Trading,https://tiki.vn/product-p253269077.html?spid=253269087,https://salt.tikicdn.com/cache/280x280/ts/product/af/23/ec/493accab67c9a6954f8f0492d990adc2.png
198648645,Điện thoại Xiaomi Redmi A1 (2GB/32GB) - Hàng chính hãng,1850000,2490000,Xiaomi,26,Tiki Trading,https://tiki.vn/product-p198648645.html?spid=198648647,https://salt.tikicdn.com/cache/280x280/ts/product/60/42/65/e1a1b6c15965786621c0ad1bc35d3df4.jpg
193979830,Điện Thoại Oppo A96 (8GB/128G) - Hàng Chính Hãng,5990000,6990000,OPPO,14,Tiki Trading,https://tiki.vn/product-p193979830.html?spid=193979833,https://salt.tikicdn.com/cache/280x280/ts/product/68/55/49/1f00b6ffe6f89a5aaa30c0951d100850.jpg
197216279,Apple iPhone 14 Pro,25250000,30990000,Apple,19,Tiki Trading,https://tiki.vn/product-p197216279.html?spid=197216287,https://salt.tikicdn.com/cache/280x280/ts/product/f5/52/80/1f5c2c344cbf5d13ff2691eefb7e3055.png
247823537,Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,3990000,4790000,Realme,17,Tiki Trading,https://tiki.vn/product-p247823537.html?spid=247823541,https://salt.tikicdn.com/cache/280x280/ts/product/25/24/39/5c6eb38283d8a85b36cd6d7dd7313063.jpg
163914808,Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,275000,290000,Panasonic,5,Viễn thông Hà Nhung,https://tiki.vn/product-p163914808.html?spid=163914810,https://salt.tikicdn.com/cache/280x280/ts/product/be/09/b7/55917b01ae380cdb1e6acce0ae683370.jpg
177343384,Điện Thoại Oppo Reno 7 4G (8GB/128G) - Hàng Chính Hãng,5790000,8990000,OPPO,36,Tiki Trading,https://tiki.vn/product-p177343384.html?spid=177343388,https://salt.tikicdn.com/cache/280x280/ts/product/0f/ac/aa/2c81d6e0164c88b08a574b01c370f39f.jpg
197214015,Apple iPhone 14 Plus,21750000,27990000,Apple,22,Tiki Trading,https://tiki.vn/product-p197214015.html?spid=197214017,https://salt.tikicdn.com/cache/280x280/ts/product/98/8a/2b/20cdb4e6168b995e8b7a1f031559ea18.png
187266104,Điện thoại Gaming Tecno POVA 3 (6GB)/128GB - Helio G88 | 7000 mAh | Sạc nhanh 33W - Hàng Chính Hãng,3850000,4990000,Tecno,23,Tecno Official Store,https://tiki.vn/product-p187266104.html?spid=187266106,https://salt.tikicdn.com/cache/280x280/ts/product/7b/be/45/6d82d82d2f2e89a4193538374f0b8657.jpg
247451178,Điện thoại Realme C30s (4GB/64GB) - Hàng chính hãng,2250000,3190000,Realme,29,Tiki Trading,https://tiki.vn/product-p247451178.html?spid=247451180,https://salt.tikicdn.com/cache/280x280/ts/product/a4/af/3d/57cd34bab711df886e2ceada87434b2b.jpeg
197143907,Điện thoại POCO M5 4GB+64GB/6GB+128GB | Pin 5000mAh | MediaTek Helio G99 | Sạc nhanh 18W - Hàng chính hãng,3990000,3990000,Xiaomi,0,Xiaomi Official Stores,https://tiki.vn/product-p197143907.html?spid=197143909,https://salt.tikicdn.com/cache/280x280/ts/product/c1/38/59/133f42b48d5be5bf0f8593a956f9dda2.png
191477618,Điện thoại Nokia C21 Plus (2GB/32GB) - Hàng chính hãng,1790000,2590000,Nokia,31,Tiki Trading,https://tiki.vn/product-p191477618.html?spid=197539507,https://salt.tikicdn.com/cache/280x280/ts/product/d0/74/d1/dfeb429f20c14d63fd6bcc148685d24e.jpg
170497385,Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,7490000,9990000,Samsung,25,Tiki Trading,https://tiki.vn/product-p170497385.html?spid=170497389,https://salt.tikicdn.com/cache/280x280/ts/product/e7/90/77/542f06d873f12b14a18569deb0b27dd7.jpg
197211969,Điện thoại Gaming Tecno POVA 3 (6+5GB)/128GB-Helio G88|7000 mAh|Sạc nhanh 33W-Hàng Chính hãng,3650000,4990000,Tecno,27,MiSun Store,https://tiki.vn/product-p197211969.html?spid=197644536,https://salt.tikicdn.com/cache/280x280/ts/product/17/d4/5d/fadeabcf4110e36c139da9e3a0b8a172.jpg
173764601,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,4290000,5690000,Samsung,25,HAPPY PHONE,https://tiki.vn/product-p173764601.html?spid=173764605,https://salt.tikicdn.com/cache/280x280/ts/product/b6/6f/79/e214f16e4391c0620ce5c37fc53ee685.jpg
247829297,Điện thoại Realme C55 (8GB/256GB) - Hàng chính hãng ,4750000,5690000,Realme,17,Tiki Trading,https://tiki.vn/product-p247829297.html?spid=247829575,https://salt.tikicdn.com/cache/280x280/ts/product/25/24/39/20dae3ee3419e82e53b612490093d0b3.jpg
164937168,Điện Thoại Oppo A16k (4GB/64G) - Hàng Chính Hãng,2970000,4290000,OPPO,31,Tiki Trading,https://tiki.vn/product-p164937168.html?spid=164937170,https://salt.tikicdn.com/cache/280x280/ts/product/7b/8c/79/accd87bb85e86b6167088db35ec268dc.jpg
242781280,Điện Thoại Samsung A03 Core 2GB/32GB - Hàng Chính Hãng - Đã kích hoạt bảo hành,1650000,2490000,Samsung,34,Tiki Trading,https://tiki.vn/product-p242781280.html?spid=242781284,https://salt.tikicdn.com/cache/280x280/ts/product/58/b0/14/2ec5098689ebdcc61bbe6d783c1fd649.jpg
249143473,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,6262000,8490000,Samsung,26,HAPPY PHONE,https://tiki.vn/product-p249143473.html?spid=249143479,https://salt.tikicdn.com/cache/280x280/ts/product/0a/42/41/af92e0a6dd5e4247605cf573920acb13.jpg
123345348,Apple iPhone 12,15990000,18990000,Apple,16,Tiki Trading,https://tiki.vn/product-p123345348.html?spid=70766427,https://salt.tikicdn.com/cache/280x280/ts/product/c1/4c/1c/b0a76f35f49ed6a48c79242f39cedbfb.jpg
204237269,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,539000,568000,Panasonic,5,Viễn thông Hà Nhung,https://tiki.vn/product-p204237269.html?spid=204267315,https://salt.tikicdn.com/cache/280x280/ts/product/84/dd/92/991b033392f01d334d1ce248d69e1daa.jpg
175845367,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8290000,13990000,Samsung,41,Tiki Trading,https://tiki.vn/product-p175845367.html?spid=175845369,https://salt.tikicdn.com/cache/280x280/ts/product/09/48/23/a9dc335f82ec75aeac90b5a75675f3e9.png
230155305,Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2799000,3990000,Xiaomi,30,THẮNG THAO MOBILE,https://tiki.vn/product-p230155305.html?spid=230155309,https://salt.tikicdn.com/cache/280x280/ts/product/d4/e9/12/02af66cd50c05398bb27285f43905e85.jpg
164697930,Máy tính bảng Samsung Galaxy Tab A8  (2022) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,5049000,8490000,Samsung,41,HAPPY PHONE,https://tiki.vn/product-p164697930.html?spid=201010431,https://salt.tikicdn.com/cache/280x280/ts/product/d2/a8/26/e96b02fe8204a7a7946c00a16991a52b.jpg
120295859,Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,1690000,1990000,Nokia,15,Tiki Trading,https://tiki.vn/product-p120295859.html?spid=120295861,https://salt.tikicdn.com/cache/280x280/ts/product/5c/57/85/312c7a38df0312e7525a18f61c5a0fbc.jpg
103168071,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng,2909000,4490000,Samsung,35,Long Hưng TechZone,https://tiki.vn/product-p103168071.html?spid=109020288,https://salt.tikicdn.com/cache/280x280/ts/product/db/6c/6d/656872c0e24cf16bb6dd85b3bf68c476.jpg
203864283,Điện Thoại Oppo A17 (4GB/64GB) - Hàng Chính Hãng,3350000,3990000,OPPO,16,Tiki Trading,https://tiki.vn/product-p203864283.html?spid=203864285,https://salt.tikicdn.com/cache/280x280/ts/product/9e/65/47/f61ba38250f4004913ec850323eaad6c.jpg
203763209,Điện thoại Gaming Tecno POVA 4 PRO 8GB/256GB - MTK G99| 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,4890000,5990000,Tecno,18,Tecno Official Store,https://tiki.vn/product-p203763209.html?spid=203763211,https://salt.tikicdn.com/cache/280x280/ts/product/13/97/1f/6ccc5fb0024208fec3ca336af2b04d44.png
197907038,Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,365000,420000,Vtel,13,Chọn Giá Rẻ,https://tiki.vn/product-p197907038.html?spid=197907040,https://salt.tikicdn.com/cache/280x280/ts/product/69/36/d9/3f384b507ce50e3223702ced75cd1f41.jpg
203764665,Điện thoại Gaming Tecno POVA 4 PRO 8GB/128GB - Media Tek G99 | 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,4490000,4990000,Tecno,10,Tecno Official Store,https://tiki.vn/product-p203764665.html?spid=203764667,https://salt.tikicdn.com/cache/280x280/ts/product/b2/2c/44/caa24bf38721f9b9ea0e10ad8ee9e35b.png
177746939,Điện Thoại Samsung Galaxy A73 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,11990000,11990000,Samsung,0,HAPPY PHONE,https://tiki.vn/product-p177746939.html?spid=177746943,https://salt.tikicdn.com/cache/280x280/ts/product/e9/7c/24/44068df1dddc70242de3dbdc1a71cb82.jpg
252586291,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,2930000,3500000,Kindle,16,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p252586291.html?spid=252586504,https://salt.tikicdn.com/cache/280x280/ts/product/18/b8/20/e390e4f072d4238868bb72e97d4f7ad3.jpg
121059239,Máy Tính Bảng Samsung Galaxy Tab A7 Lite T225 3GB/32GB - Hàng Chính Hãng,2879000,4990000,Samsung,42,Hồng Hạnh Mobile,https://tiki.vn/product-p121059239.html?spid=121059243,https://salt.tikicdn.com/cache/280x280/ts/product/1c/62/85/363f0b04c698e83c482b17edee9d4079.jpg
209927605,Combo máy đọc sách Kindle 2022 (11th) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,2799000,3100000,Kindle,10,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p209927605.html?spid=252075209,https://salt.tikicdn.com/cache/280x280/ts/product/fe/5f/e8/be1a57da487bf1c97c828ca142a8e3a4.jpg
172828967,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng,5690000,5690000,Samsung,0,Long Hưng TechZone,https://tiki.vn/product-p172828967.html?spid=172828971,https://salt.tikicdn.com/cache/280x280/ts/product/63/10/d2/ba09d093cdf470ac479a9c9264591087.jpg
250109584,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,3969000,4990000,Xiaomi,20,HAPPY PHONE,https://tiki.vn/product-p250109584.html?spid=250109590,https://salt.tikicdn.com/cache/280x280/ts/product/dd/43/22/092e796c9ad3bebbd0751cd281865494.jpg
184248127,"Apple iPad mini (6th Gen) Wi-Fi, 2021",11990000,14990000,Apple,20,Tiki Trading,https://tiki.vn/product-p184248127.html?spid=124944094,https://salt.tikicdn.com/cache/280x280/ts/product/72/78/93/f713c9c1ce0ef8cf603fc30df5090f8f.jpg
155536275,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB) - Hàng chính hãng,10990000,16990000,Samsung,35,Tiki Trading,https://tiki.vn/product-p155536275.html?spid=155536277,https://salt.tikicdn.com/cache/280x280/ts/product/c2/0b/3f/0348aaf220b5640418569d5dea2fa19d.jpg
209872337,"Máy đọc sách Kindle 2022 (11th) - All new kindle 2022 11th màn hình 6inch 300PPI gấp 2 lần độ sắc nét, 16GB bộ nhớ trong với cổng kết nối USB-C - Hàng nhập khẩu",2750000,3590000,Kindle,23,Techmorevn,https://tiki.vn/product-p209872337.html?spid=217287569,https://salt.tikicdn.com/cache/280x280/ts/product/43/fc/ac/a3fdd1651e1dcc44d2344dcb919ed37c.jpg
197214029,Apple iPhone 14,19250000,24990000,Apple,23,Tiki Trading,https://tiki.vn/product-p197214029.html?spid=197214041,https://salt.tikicdn.com/cache/280x280/ts/product/ca/5d/be/0466fed7eaa6095baecd90f06419bc09.png
217613795,Điện thoại Realme Narzo 50i Prime (3GB/32GB) - Hàng Chính Hãng,1890000,2190000,Realme,14,Tiki Trading,https://tiki.vn/product-p217613795.html?spid=217613799,https://salt.tikicdn.com/cache/280x280/ts/product/97/02/6b/38a83a5c803e9a6ebf7a397f6690d87a.jpg
252427658,Điện thoại Tecno SPARK 10 Pro 8GB/128GB - Helio G88 | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,3540000,3990000,Tecno,11,Tecno Official Store,https://tiki.vn/product-p252427658.html?spid=252427660,https://salt.tikicdn.com/cache/280x280/ts/product/f8/0c/fa/53ee2b104f182faa02113d68c7b7201d.png
242434782,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng nhập khẩu,2750000,3990000,Kindle,31,Techmorevn,https://tiki.vn/product-p242434782.html?spid=242434784,https://salt.tikicdn.com/cache/280x280/ts/product/7b/bb/6e/21d3809349b97d10efd1c04f8091a13a.jpg
173387789,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,5690000,5690000,Kindle,0,TukenTech,https://tiki.vn/product-p173387789.html?spid=173387791,https://salt.tikicdn.com/cache/280x280/ts/product/30/ca/07/0807773d470e426aa2c80b8611245421.jpg
250113073,Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng ,8690000,9490000,Xiaomi,8,HAPPY PHONE,https://tiki.vn/product-p250113073.html?spid=250115032,https://salt.tikicdn.com/cache/280x280/ts/product/6d/1d/1a/04222933236c98996f49a44f99034bbb.jpg
251514670,"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) Màn AMOLED 120HZ, Snapdragon 685 , Sạc 33W - Hàng chính hãng",3979000,4990000,Xiaomi,20,THẮNG THAO MOBILE,https://tiki.vn/product-p251514670.html?spid=251514672,https://salt.tikicdn.com/cache/280x280/ts/product/97/8c/26/6374c75a23ee0ead86e7c16413ba758a.jpg
195333531,Điện Thoại OPPO RENO8 Z 5G (8GB/256GB) - Hàng Chính Hãng,8590000,10490000,OPPO,18,OPPO Official Store,https://tiki.vn/product-p195333531.html?spid=195333535,https://salt.tikicdn.com/cache/280x280/ts/product/41/94/0b/59cb74d5d368574b54fd2b4d7bb63501.jpg
198363821,Điện thoại Xiaomi Redmi A1 2GB + 32GB Camera kép - Pin 5000mAh - Màn hình độ phân giải HD+ - Hàng chính hãng,1840000,2190000,Xiaomi,16,Xiaomi Official Stores,https://tiki.vn/product-p198363821.html?spid=198363823,https://salt.tikicdn.com/cache/280x280/ts/product/ea/31/58/1e7c0a8b7af69691e4874af48bd3c7bd.jpg
171190775,Điện thoại Smartphone Sugar A100 2GB/16GB 4G LTE - Hàng chính hãng,799000,799000,Sugar,0,HƯNG LONG,https://tiki.vn/product-p171190775.html?spid=242502594,https://salt.tikicdn.com/cache/280x280/ts/product/da/89/77/7681f724d16f48bd05aed44f0f44db1d.jpg
119464777,Điện Thoại Nokia C01 Plus 2GB/16GB - Hàng Chính Hãng,1399000,1879000,Nokia,26,THẮNG THAO MOBILE,https://tiki.vn/product-p119464777.html?spid=138826717,https://salt.tikicdn.com/cache/280x280/ts/product/99/a7/92/320e2856c54c4d90d046800fc7735948.jpg
193263880,Điện Thoại Vivo Y02s (3GB/32GB) - Hàng Chính Hãng,2750000,3490000,Vivo,21,Tiki Trading,https://tiki.vn/product-p193263880.html?spid=193263882,https://salt.tikicdn.com/cache/280x280/ts/product/00/b8/88/a104b8b3dfb9a3bfe1f96124f05798fb.jpg
248613625,Điện Thoại Realme C35 (4GB/128GB) Unisoc Tiger T616 - Hàng Chính Hãng,3599000,4990000,Realme,28,THẮNG THAO MOBILE,https://tiki.vn/product-p248613625.html?spid=248613637,https://salt.tikicdn.com/cache/280x280/ts/product/aa/c8/b8/30a92e33557fed41d7640944a388891c.jpg
252073258,Điện thoại di động ITEL 9210 4G - Hàng Chính Hãng,519000,599000,Itel,13,LONG TÂM Mobile,https://tiki.vn/product-p252073258.html?spid=252073260,https://salt.tikicdn.com/cache/280x280/ts/product/cd/f1/76/1d6b5fc20fb67fec6f83147307b82f96.jpg
125600698,Điện thoại Nokia C01 Plus - Hàng chính hãng,1399000,1879000,Nokia,26,THẮNG THAO MOBILE,https://tiki.vn/product-p125600698.html?spid=138828312,https://salt.tikicdn.com/cache/280x280/ts/product/99/a7/92/cefaacfe8344d40f5a20e8e0547689b9.jpg
226946394,Máy đọc sách New Kindle Kids 11th 2022 Kèm bao da - 16Gb - Hàng nhập khẩu,2750000,3990000,Kindle,31,Techmorevn,https://tiki.vn/product-p226946394.html?spid=226946403,https://salt.tikicdn.com/cache/280x280/ts/product/27/89/d6/92b4d52861b6d3225b98317da473f0a9.jpg
247016383,Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,2799000,3490000,Xiaomi,20,THẮNG THAO MOBILE,https://tiki.vn/product-p247016383.html?spid=247016387,https://salt.tikicdn.com/cache/280x280/ts/product/e3/94/72/7f608d7b123c5ffdc6351721b225bca1.jpg
181977398,Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,950000,990000,Panasonic,4,Viễn thông Hà Nhung,https://tiki.vn/product-p181977398.html?spid=181977400,https://salt.tikicdn.com/cache/280x280/ts/product/f8/c7/f6/e0e8a6f7589e1e80f0c88840c8c7408c.jpg
4048043,Điện Thoại Bàn Panasonic KX-TS500 - Hàng Chính Hãng,309000,319000,Panasonic,3,Nova Computer,https://tiki.vn/product-p4048043.html?spid=26682357,https://salt.tikicdn.com/cache/280x280/ts/product/e3/71/9a/a23456e6289f71d29205541a8fb7c353.jpg
160051501,"Điện thoại Masstel IZI 20 4G - Hàng chính hãng, Nguyên Seal",463000,519000,Masstel,11,Viễn Tin Sài Gòn,https://tiki.vn/product-p160051501.html?spid=160051505,https://salt.tikicdn.com/cache/280x280/ts/product/e0/98/06/4984fc0421684aca3f9a3166626fd3af.jpg
162593114,Điện thoại Samsung Galaxy S22 Ultra 5G (8GB/128GB) - Hàng Chính Hãng,20990000,30990000,Samsung,32,Tiki Trading,https://tiki.vn/product-p162593114.html?spid=162593118,https://salt.tikicdn.com/cache/280x280/ts/product/ab/7d/10/05396497e4dfcbf0aa55881cd16dc3d3.png
216173180,Điện thoại Samsung Galaxy S23 5G (8GB/256GB) - Hàng chính hãng,20990000,24990000,Samsung,16,Tiki Trading,https://tiki.vn/product-p216173180.html?spid=216173182,https://salt.tikicdn.com/cache/280x280/ts/product/39/86/70/602b479a90f8708ddf4926e22561a277.png
230157205,Điện thoại Xiaomi Redmi Note 10T 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,3199000,4190000,Xiaomi,24,THẮNG THAO MOBILE,https://tiki.vn/product-p230157205.html?spid=230157209,https://salt.tikicdn.com/cache/280x280/ts/product/bf/75/49/c8aa5e2218348a6b422259d67bd516dc.jpg
246770532,"Máy đọc sách Kindle 2022 11th (Kindle basic 2022) có đèn nền 6inch 300PPI, Bluetooth, Audible, dung lượng 16GB - Hàng chính hãng",2750000,3500000,Kindle,21,LOU Shop,https://tiki.vn/product-p246770532.html?spid=246770534,https://salt.tikicdn.com/cache/280x280/ts/product/a1/40/1a/9b70ce8358bdfb48824c3e836964df75.PNG
