id,name,price,selling_price,rating_average,quantitysold,brand_name,discount_rate,current_seller,short_url,image
244308977,Điện Thoại Xiaomi Redmi 12C 4GB/64GB - Hàng Chính Hãng,2750000,3590000,4.8,27,Xiaomi,23,Tiki Trading,https://tiki.vn/product-p244308977.html?spid=248172324,https://salt.tikicdn.com/cache/280x280/ts/product/27/8d/9d/09421b8d21b6ed75093183916546768f.jpeg
209389809,Máy đọc sách Boox Leaf 2 - Hàng Chính Hãng,5890000,6290000,4.7,105,Onyx Boox,6,Tiki Trading,https://tiki.vn/product-p209389809.html?spid=209389811,https://salt.tikicdn.com/cache/280x280/ts/product/f6/35/9b/79133db5a59c62521fe63cd9610818ce.png
249890677,Điện Thoại Xiaomi Redmi Note 12 4GB/128GB - Hàng Chính Hãng,3988000,4990000,4.8,23,Xiaomi,20,Hồng Hạnh Mobile,https://tiki.vn/product-p249890677.html?spid=249890679,https://salt.tikicdn.com/cache/280x280/ts/product/0c/28/ef/8c4a83ffeb29e5faa120a80ad05ba178.jpg
103168844,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,2850000,4990000,5.0,627,Samsung,43,HAPPY PHONE,https://tiki.vn/product-p103168844.html?spid=104310219,https://salt.tikicdn.com/cache/280x280/ts/product/15/b7/63/7264698dd6dc77d3c5541577b785ee0c.jpg
253269077,Điện thoại Samsung Galaxy A14 LTE 4GB/128GB - Hàng Chính Hãng - Đã kích hoạt bảo hành,3450000,4490000,0.0,2,Samsung,23,Tiki Trading,https://tiki.vn/product-p253269077.html?spid=253269087,https://salt.tikicdn.com/cache/280x280/ts/product/af/23/ec/493accab67c9a6954f8f0492d990adc2.png
198648645,Điện thoại Xiaomi Redmi A1 (2GB/32GB) - Hàng chính hãng,1850000,2490000,5.0,84,Xiaomi,26,Tiki Trading,https://tiki.vn/product-p198648645.html?spid=198648647,https://salt.tikicdn.com/cache/280x280/ts/product/60/42/65/e1a1b6c15965786621c0ad1bc35d3df4.jpg
193979830,Điện Thoại Oppo A96 (8GB/128G) - Hàng Chính Hãng,5990000,6990000,5.0,44,OPPO,14,Tiki Trading,https://tiki.vn/product-p193979830.html?spid=193979833,https://salt.tikicdn.com/cache/280x280/ts/product/68/55/49/1f00b6ffe6f89a5aaa30c0951d100850.jpg
197216279,Apple iPhone 14 Pro,25250000,30990000,5.0,885,Apple,19,Tiki Trading,https://tiki.vn/product-p197216279.html?spid=197216287,https://salt.tikicdn.com/cache/280x280/ts/product/f5/52/80/1f5c2c344cbf5d13ff2691eefb7e3055.png
247823537,Điện thoại Realme C55 (6GB/128GB) - Hàng chính hãng,3990000,4790000,5.0,30,Realme,17,Tiki Trading,https://tiki.vn/product-p247823537.html?spid=247823541,https://salt.tikicdn.com/cache/280x280/ts/product/25/24/39/5c6eb38283d8a85b36cd6d7dd7313063.jpg
163914808,Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,275000,290000,5.0,676,Panasonic,5,Viễn thông Hà Nhung,https://tiki.vn/product-p163914808.html?spid=163914810,https://salt.tikicdn.com/cache/280x280/ts/product/be/09/b7/55917b01ae380cdb1e6acce0ae683370.jpg
177343384,Điện Thoại Oppo Reno 7 4G (8GB/128G) - Hàng Chính Hãng,5790000,8990000,5.0,517,OPPO,36,Tiki Trading,https://tiki.vn/product-p177343384.html?spid=177343388,https://salt.tikicdn.com/cache/280x280/ts/product/0f/ac/aa/2c81d6e0164c88b08a574b01c370f39f.jpg
197214015,Apple iPhone 14 Plus,21750000,27990000,5.0,297,Apple,22,Tiki Trading,https://tiki.vn/product-p197214015.html?spid=197214017,https://salt.tikicdn.com/cache/280x280/ts/product/98/8a/2b/20cdb4e6168b995e8b7a1f031559ea18.png
187266104,Điện thoại Gaming Tecno POVA 3 (6GB)/128GB - Helio G88 | 7000 mAh | Sạc nhanh 33W - Hàng Chính Hãng,3850000,4990000,4.8,281,Tecno,23,Tecno Official Store,https://tiki.vn/product-p187266104.html?spid=187266106,https://salt.tikicdn.com/cache/280x280/ts/product/7b/be/45/6d82d82d2f2e89a4193538374f0b8657.jpg
247451178,Điện thoại Realme C30s (4GB/64GB) - Hàng chính hãng,2250000,3190000,4.8,20,Realme,29,Tiki Trading,https://tiki.vn/product-p247451178.html?spid=247451180,https://salt.tikicdn.com/cache/280x280/ts/product/a4/af/3d/57cd34bab711df886e2ceada87434b2b.jpeg
197143907,Điện thoại POCO M5 4GB+64GB/6GB+128GB | Pin 5000mAh | MediaTek Helio G99 | Sạc nhanh 18W - Hàng chính hãng,3990000,3990000,4.8,65,Xiaomi,0,Xiaomi Official Stores,https://tiki.vn/product-p197143907.html?spid=197143909,https://salt.tikicdn.com/cache/280x280/ts/product/c1/38/59/133f42b48d5be5bf0f8593a956f9dda2.png
191477618,Điện thoại Nokia C21 Plus (2GB/32GB) - Hàng chính hãng,1790000,2590000,5.0,68,Nokia,31,Tiki Trading,https://tiki.vn/product-p191477618.html?spid=197539507,https://salt.tikicdn.com/cache/280x280/ts/product/d0/74/d1/dfeb429f20c14d63fd6bcc148685d24e.jpg
170497385,Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,7490000,9990000,4.8,566,Samsung,25,Tiki Trading,https://tiki.vn/product-p170497385.html?spid=170497389,https://salt.tikicdn.com/cache/280x280/ts/product/e7/90/77/542f06d873f12b14a18569deb0b27dd7.jpg
197211969,Điện thoại Gaming Tecno POVA 3 (6+5GB)/128GB-Helio G88|7000 mAh|Sạc nhanh 33W-Hàng Chính hãng,3650000,4990000,4.8,47,Tecno,27,MiSun Store,https://tiki.vn/product-p197211969.html?spid=197644536,https://salt.tikicdn.com/cache/280x280/ts/product/17/d4/5d/fadeabcf4110e36c139da9e3a0b8a172.jpg
173764601,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,4290000,5690000,5.0,131,Samsung,25,HAPPY PHONE,https://tiki.vn/product-p173764601.html?spid=173764605,https://salt.tikicdn.com/cache/280x280/ts/product/b6/6f/79/e214f16e4391c0620ce5c37fc53ee685.jpg
247829297,Điện thoại Realme C55 (8GB/256GB) - Hàng chính hãng ,4750000,5690000,5.0,9,Realme,17,Tiki Trading,https://tiki.vn/product-p247829297.html?spid=247829575,https://salt.tikicdn.com/cache/280x280/ts/product/25/24/39/20dae3ee3419e82e53b612490093d0b3.jpg
164937168,Điện Thoại Oppo A16k (4GB/64G) - Hàng Chính Hãng,2970000,4290000,5.0,19972,OPPO,31,Tiki Trading,https://tiki.vn/product-p164937168.html?spid=164937170,https://salt.tikicdn.com/cache/280x280/ts/product/7b/8c/79/accd87bb85e86b6167088db35ec268dc.jpg
242781280,Điện Thoại Samsung A03 Core 2GB/32GB - Hàng Chính Hãng - Đã kích hoạt bảo hành,1650000,2490000,4.8,20,Samsung,34,Tiki Trading,https://tiki.vn/product-p242781280.html?spid=242781284,https://salt.tikicdn.com/cache/280x280/ts/product/58/b0/14/2ec5098689ebdcc61bbe6d783c1fd649.jpg
249143473,Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,6262000,8490000,0.0,6,Samsung,26,HAPPY PHONE,https://tiki.vn/product-p249143473.html?spid=249143479,https://salt.tikicdn.com/cache/280x280/ts/product/0a/42/41/af92e0a6dd5e4247605cf573920acb13.jpg
123345348,Apple iPhone 12,15990000,18990000,5.0,2710,Apple,16,Tiki Trading,https://tiki.vn/product-p123345348.html?spid=70766427,https://salt.tikicdn.com/cache/280x280/ts/product/c1/4c/1c/b0a76f35f49ed6a48c79242f39cedbfb.jpg
204237269,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,539000,568000,5.0,190,Panasonic,5,Viễn thông Hà Nhung,https://tiki.vn/product-p204237269.html?spid=204267315,https://salt.tikicdn.com/cache/280x280/ts/product/84/dd/92/991b033392f01d334d1ce248d69e1daa.jpg
175845367,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8290000,13990000,4.7,321,Samsung,41,Tiki Trading,https://tiki.vn/product-p175845367.html?spid=175845369,https://salt.tikicdn.com/cache/280x280/ts/product/09/48/23/a9dc335f82ec75aeac90b5a75675f3e9.png
230155305,Điện thoại Xiaomi Redmi Note 10 JE 5G 4GB/64GB - Màn 90HZ - Chống Nước IP68 - Hàng Nhập Khẩu - Bản quốc tế,2799000,3990000,5.0,15,Xiaomi,30,THẮNG THAO MOBILE,https://tiki.vn/product-p230155305.html?spid=230155309,https://salt.tikicdn.com/cache/280x280/ts/product/d4/e9/12/02af66cd50c05398bb27285f43905e85.jpg
164697930,Máy tính bảng Samsung Galaxy Tab A8  (2022) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,5049000,8490000,5.0,46,Samsung,41,HAPPY PHONE,https://tiki.vn/product-p164697930.html?spid=201010431,https://salt.tikicdn.com/cache/280x280/ts/product/d2/a8/26/e96b02fe8204a7a7946c00a16991a52b.jpg
120295859,Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,1690000,1990000,4.6,454,Nokia,15,Tiki Trading,https://tiki.vn/product-p120295859.html?spid=120295861,https://salt.tikicdn.com/cache/280x280/ts/product/5c/57/85/312c7a38df0312e7525a18f61c5a0fbc.jpg
103168071,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng,2909000,4490000,4.8,155,Samsung,35,Long Hưng TechZone,https://tiki.vn/product-p103168071.html?spid=109020288,https://salt.tikicdn.com/cache/280x280/ts/product/db/6c/6d/656872c0e24cf16bb6dd85b3bf68c476.jpg
203864283,Điện Thoại Oppo A17 (4GB/64GB) - Hàng Chính Hãng,3350000,3990000,5.0,359,OPPO,16,Tiki Trading,https://tiki.vn/product-p203864283.html?spid=203864285,https://salt.tikicdn.com/cache/280x280/ts/product/9e/65/47/f61ba38250f4004913ec850323eaad6c.jpg
203763209,Điện thoại Gaming Tecno POVA 4 PRO 8GB/256GB - MTK G99| 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,4890000,5990000,4.8,82,Tecno,18,Tecno Official Store,https://tiki.vn/product-p203763209.html?spid=203763211,https://salt.tikicdn.com/cache/280x280/ts/product/13/97/1f/6ccc5fb0024208fec3ca336af2b04d44.png
197907038,Điện thoại di động Vtel E10 4G – Hàng Chính Hãng,365000,420000,4.2,60,Vtel,13,Chọn Giá Rẻ,https://tiki.vn/product-p197907038.html?spid=197907040,https://salt.tikicdn.com/cache/280x280/ts/product/69/36/d9/3f384b507ce50e3223702ced75cd1f41.jpg
203764665,Điện thoại Gaming Tecno POVA 4 PRO 8GB/128GB - Media Tek G99 | 6000 mAh | Sạc nhanh 45W - Hàng Chính Hãng,4490000,4990000,4.8,204,Tecno,10,Tecno Official Store,https://tiki.vn/product-p203764665.html?spid=203764667,https://salt.tikicdn.com/cache/280x280/ts/product/b2/2c/44/caa24bf38721f9b9ea0e10ad8ee9e35b.png
177746939,Điện Thoại Samsung Galaxy A73 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,11990000,11990000,4.6,170,Samsung,0,HAPPY PHONE,https://tiki.vn/product-p177746939.html?spid=177746943,https://salt.tikicdn.com/cache/280x280/ts/product/e9/7c/24/44068df1dddc70242de3dbdc1a71cb82.jpg
252586291,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,2930000,2930000,5.0,332,Kindle,0,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p252586291.html?spid=252586504,https://salt.tikicdn.com/cache/280x280/ts/product/18/b8/20/e390e4f072d4238868bb72e97d4f7ad3.jpg
121059239,Máy Tính Bảng Samsung Galaxy Tab A7 Lite T225 3GB/32GB - Hàng Chính Hãng,2879000,4990000,5.0,234,Samsung,42,Hồng Hạnh Mobile,https://tiki.vn/product-p121059239.html?spid=121059243,https://salt.tikicdn.com/cache/280x280/ts/product/1c/62/85/363f0b04c698e83c482b17edee9d4079.jpg
209927605,Combo máy đọc sách Kindle 2022 (11th) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,2799000,3100000,4.7,37,Kindle,10,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p209927605.html?spid=252075209,https://salt.tikicdn.com/cache/280x280/ts/product/fe/5f/e8/be1a57da487bf1c97c828ca142a8e3a4.jpg
172828967,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng,5690000,5690000,0.0,26,Samsung,0,Long Hưng TechZone,https://tiki.vn/product-p172828967.html?spid=172828971,https://salt.tikicdn.com/cache/280x280/ts/product/63/10/d2/ba09d093cdf470ac479a9c9264591087.jpg
250109584,Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) - Hàng chính hãng,3969000,4990000,5.0,21,Xiaomi,20,HAPPY PHONE,https://tiki.vn/product-p250109584.html?spid=250109590,https://salt.tikicdn.com/cache/280x280/ts/product/dd/43/22/092e796c9ad3bebbd0751cd281865494.jpg
184248127,"Apple iPad mini (6th Gen) Wi-Fi, 2021",11990000,14990000,5.0,302,Apple,20,Tiki Trading,https://tiki.vn/product-p184248127.html?spid=124944094,https://salt.tikicdn.com/cache/280x280/ts/product/72/78/93/f713c9c1ce0ef8cf603fc30df5090f8f.jpg
155536275,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB) - Hàng chính hãng,10990000,16990000,4.6,166,Samsung,35,Tiki Trading,https://tiki.vn/product-p155536275.html?spid=155536277,https://salt.tikicdn.com/cache/280x280/ts/product/c2/0b/3f/0348aaf220b5640418569d5dea2fa19d.jpg
209872337,"Máy đọc sách Kindle 2022 (11th) - All new kindle 2022 11th màn hình 6inch 300PPI gấp 2 lần độ sắc nét, 16GB bộ nhớ trong với cổng kết nối USB-C - Hàng nhập khẩu",2750000,3590000,5.0,14,Kindle,23,Techmorevn,https://tiki.vn/product-p209872337.html?spid=217287569,https://salt.tikicdn.com/cache/280x280/ts/product/43/fc/ac/a3fdd1651e1dcc44d2344dcb919ed37c.jpg
197214029,Apple iPhone 14,19250000,24990000,5.0,417,Apple,23,Tiki Trading,https://tiki.vn/product-p197214029.html?spid=197214041,https://salt.tikicdn.com/cache/280x280/ts/product/ca/5d/be/0466fed7eaa6095baecd90f06419bc09.png
217613795,Điện thoại Realme Narzo 50i Prime (3GB/32GB) - Hàng Chính Hãng,1890000,2190000,4.5,91,Realme,14,Tiki Trading,https://tiki.vn/product-p217613795.html?spid=217613799,https://salt.tikicdn.com/cache/280x280/ts/product/97/02/6b/38a83a5c803e9a6ebf7a397f6690d87a.jpg
252427658,Điện thoại Tecno SPARK 10 Pro 8GB/128GB - Helio G88 | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,3540000,3990000,4.5,4,Tecno,11,Tecno Official Store,https://tiki.vn/product-p252427658.html?spid=252427660,https://salt.tikicdn.com/cache/280x280/ts/product/f8/0c/fa/53ee2b104f182faa02113d68c7b7201d.png
242434782,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng nhập khẩu,2750000,3990000,5.0,24,Kindle,31,Techmorevn,https://tiki.vn/product-p242434782.html?spid=242434784,https://salt.tikicdn.com/cache/280x280/ts/product/7b/bb/6e/21d3809349b97d10efd1c04f8091a13a.jpg
173387789,Máy đọc sách All New Kindle Oasis 3 - Hàng nhập khẩu,5690000,5690000,4.5,45,Kindle,0,TukenTech,https://tiki.vn/product-p173387789.html?spid=173387791,https://salt.tikicdn.com/cache/280x280/ts/product/30/ca/07/0807773d470e426aa2c80b8611245421.jpg
250113073,Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng ,8690000,9490000,4.0,4,Xiaomi,8,HAPPY PHONE,https://tiki.vn/product-p250113073.html?spid=250115032,https://salt.tikicdn.com/cache/280x280/ts/product/6d/1d/1a/04222933236c98996f49a44f99034bbb.jpg
251514670,"Điện thoại Xiaomi Redmi Note 12 (4GB/128GB) Màn AMOLED 120HZ, Snapdragon 685 , Sạc 33W - Hàng chính hãng",3979000,4990000,0.0,3,Xiaomi,20,THẮNG THAO MOBILE,https://tiki.vn/product-p251514670.html?spid=251514672,https://salt.tikicdn.com/cache/280x280/ts/product/97/8c/26/6374c75a23ee0ead86e7c16413ba758a.jpg
195333531,Điện Thoại OPPO RENO8 Z 5G (8GB/256GB) - Hàng Chính Hãng,8590000,10490000,5.0,14,OPPO,18,OPPO Official Store,https://tiki.vn/product-p195333531.html?spid=195333535,https://salt.tikicdn.com/cache/280x280/ts/product/41/94/0b/59cb74d5d368574b54fd2b4d7bb63501.jpg
220684617,Điện thoại POCO X5 Pro 5G 6+128GB | 8+256GB - Hàng chính hãng,7590000,8690000,5.0,4,Xiaomi,13,Xiaomi Official Stores,https://tiki.vn/product-p220684617.html?spid=220684625,https://salt.tikicdn.com/cache/280x280/ts/product/38/df/26/9e1f3de2e8255319a3a7ac6dbfc0f6c6.jpg
212261734,"Điện thoại Masstel Play 10 4G Thiết kế hầm hố,Khung viền kim loại - Hàng chính hãng",669000,799000,5.0,11,Masstel,16,THẮNG THAO MOBILE,https://tiki.vn/product-p212261734.html?spid=212261736,https://salt.tikicdn.com/cache/280x280/ts/product/d2/26/ec/eeed4188569b96ff0e1db9f0a63b1b6d.jpg
181927801,Điện thoại bàn Panasonic KX-TGC212 hàng chính hãng,1490000,1530000,4.8,40,Panasonic,3,Viễn thông Hà Nhung,https://tiki.vn/product-p181927801.html?spid=181927802,https://salt.tikicdn.com/cache/280x280/ts/product/2e/da/ea/15a4354afce5909c8de7ab648fcfcce0.jpg
170167264,Điện thoại bàn Ktel 655 hàng chính hãng,388000,388000,5.0,60,KTEL,0,Viễn thông Hà Nhung,https://tiki.vn/product-p170167264.html?spid=170167266,https://salt.tikicdn.com/cache/280x280/ts/product/fd/02/01/ff17e96e789908a79421779594ad6d04.jpg
221274391,"Điện thoại Tecno SPARK GO 2023 4GB/64GB - Helio A22 | 5000 mAh | 6,6"" HD+| Cảm ứng vân tay | Hàng chính hãng | Bảo hành chính hãng 13 tháng",2290000,2490000,4.6,21,Tecno,8,Tecno Official Store,https://tiki.vn/product-p221274391.html?spid=221274393,https://salt.tikicdn.com/cache/280x280/ts/product/97/bf/b9/70bd5e83c108c12dba867fae6aa7b05c.jpg
197966909,Điện Thoại Samsung A04s 4GB/64GB - Hàng Chính Hãng,2939000,3990000,5.0,48,Samsung,26,Hồng Hạnh Mobile,https://tiki.vn/product-p197966909.html?spid=197966911,https://salt.tikicdn.com/cache/280x280/ts/product/99/79/9c/193110221190f2ef79232f7479def512.jpg
252073161,Điện thoại Nokia G11 (4/64G) - Hàng chính hãng - Giá rẻ - pin lâu,2284000,2590000,5.0,2,Nokia,12,LONG TÂM Mobile,https://tiki.vn/product-p252073161.html?spid=252073162,https://salt.tikicdn.com/cache/280x280/ts/product/00/a3/89/65e697d23df4ffbbefd45e3c9f8f7977.jpg
195311658,Điện thoại XIAOMI POCO X4 GT 8+128GB/8+256GB | MediaTek Dimensity 8100 | Sạc nhanh 67W - Hàng chính hãng,8490000,8490000,5.0,49,Xiaomi,0,Xiaomi Official Stores,https://tiki.vn/product-p195311658.html?spid=195311660,https://salt.tikicdn.com/cache/280x280/ts/product/4f/d7/52/68aba859f794b863d9f35a2a5afbebb5.jpg
72882726,Điện Thoại Nokia 215 4G - Hàng Chính Hãng,850000,900000,4.6,111,Nokia,6,Viễn Tin Sài Gòn,https://tiki.vn/product-p72882726.html?spid=73641889,https://salt.tikicdn.com/cache/280x280/ts/product/27/e6/73/797bf87aa5b4c75b8c5ebe3e4b1a6e6e.png
203278278,Điện Thoại Samsung A04 3GB/32GB - Hàng Chính Hãng,2109000,2990000,5.0,20,Samsung,29,Hồng Hạnh Mobile,https://tiki.vn/product-p203278278.html?spid=203278282,https://salt.tikicdn.com/cache/280x280/ts/product/27/82/0e/9c9b7464ce70ce77fe0bce63ab0bb253.jpg
214143153,"Combo máy đọc sách kindle 10th (Kindle Basic 10th), màn hình nhám 6'' 167PPI, Bộ nhớ 4/8GB, nghe sách nói Audible TẶNG KÈM BAO DA (COVER) - Hàng nhập khẩu",1890000,1890000,5.0,20,Kindle,0,Shop Máy Đọc Sách Hà Nội,https://tiki.vn/product-p214143153.html?spid=255174788,https://salt.tikicdn.com/cache/280x280/ts/product/9e/45/cc/3102085c03b55a124a72d2f7311b66a4.jpg
